model initialize at round 0
model initialize at round 1
model initialize at round 2
model initialize at round 3
model initialize at round 4
model initialize at round 5
model initialize at round 6
model initialize at round 7
model initialize at round 8
model initialize at round 9
model initialize at round 10
model initialize at round 11
model initialize at round 12
model initialize at round 13
model initialize at round 14
model initialize at round 15
model initialize at round 16
model initialize at round 17
model initialize at round 18
model initialize at round 19
model initialize at round 20
model initialize at round 21
model initialize at round 22
model initialize at round 23
model initialize at round 24
model initialize at round 25
model initialize at round 26
model initialize at round 27
model initialize at round 28
model initialize at round 29
model initialize at round 30
model initialize at round 31
model initialize at round 32
model initialize at round 33
model initialize at round 34
model initialize at round 35
model initialize at round 36
model initialize at round 37
model initialize at round 38
model initialize at round 39
model initialize at round 40
model initialize at round 41
model initialize at round 42
model initialize at round 43
model initialize at round 44
model initialize at round 45
model initialize at round 46
model initialize at round 47
model initialize at round 48
model initialize at round 49
model initialize at round 50
model initialize at round 51
model initialize at round 52
model initialize at round 53
model initialize at round 54
model initialize at round 55
model initialize at round 56
model initialize at round 57
model initialize at round 58
model initialize at round 59
model initialize at round 60
model initialize at round 61
model initialize at round 62
model initialize at round 63
model initialize at round 64
model initialize at round 65
model initialize at round 66
model initialize at round 67
model initialize at round 68
model initialize at round 69
model initialize at round 70
model initialize at round 71
model initialize at round 72
model initialize at round 73
model initialize at round 74
model initialize at round 75
model initialize at round 76
model initialize at round 77
model initialize at round 78
model initialize at round 79
model initialize at round 80
model initialize at round 81
model initialize at round 82
model initialize at round 83
model initialize at round 84
model initialize at round 85
model initialize at round 86
model initialize at round 87
model initialize at round 88
model initialize at round 89
model initialize at round 90
model initialize at round 91
model initialize at round 92
model initialize at round 93
model initialize at round 94
model initialize at round 95
model initialize at round 96
model initialize at round 97
model initialize at round 98
model initialize at round 99
model initialize at round 100
model initialize at round 101
model initialize at round 102
model initialize at round 103
model initialize at round 104
model initialize at round 105
model initialize at round 106
model initialize at round 107
model initialize at round 108
model initialize at round 109
model initialize at round 110
model initialize at round 111
model initialize at round 112
model initialize at round 113
model initialize at round 114
model initialize at round 115
model initialize at round 116
model initialize at round 117
model initialize at round 118
model initialize at round 119
model initialize at round 120
model initialize at round 121
model initialize at round 122
model initialize at round 123
model initialize at round 124
model initialize at round 125
model initialize at round 126
model initialize at round 127
model initialize at round 128
model initialize at round 129
model initialize at round 130
model initialize at round 131
model initialize at round 132
model initialize at round 133
model initialize at round 134
model initialize at round 135
model initialize at round 136
model initialize at round 137
model initialize at round 138
model initialize at round 139
model initialize at round 140
model initialize at round 141
model initialize at round 142
model initialize at round 143
model initialize at round 144
model initialize at round 145
model initialize at round 146
model initialize at round 147
model initialize at round 148
model initialize at round 149
model initialize at round 150
model initialize at round 151
model initialize at round 152
model initialize at round 153
model initialize at round 154
model initialize at round 155
model initialize at round 156
model initialize at round 157
model initialize at round 158
model initialize at round 159
model initialize at round 160
model initialize at round 161
model initialize at round 162
model initialize at round 163
model initialize at round 164
model initialize at round 165
model initialize at round 166
model initialize at round 167
model initialize at round 168
model initialize at round 169
model initialize at round 170
model initialize at round 171
model initialize at round 172
model initialize at round 173
model initialize at round 174
model initialize at round 175
model initialize at round 176
model initialize at round 177
model initialize at round 178
model initialize at round 179
model initialize at round 180
model initialize at round 181
model initialize at round 182
model initialize at round 183
model initialize at round 184
model initialize at round 185
model initialize at round 186
model initialize at round 187
model initialize at round 188
model initialize at round 189
model initialize at round 190
model initialize at round 191
model initialize at round 192
model initialize at round 193
model initialize at round 194
model initialize at round 195
model initialize at round 196
model initialize at round 197
model initialize at round 198
model initialize at round 199
model initialize at round 200
model initialize at round 201
model initialize at round 202
model initialize at round 203
model initialize at round 204
model initialize at round 205
model initialize at round 206
model initialize at round 207
model initialize at round 208
model initialize at round 209
model initialize at round 210
model initialize at round 211
model initialize at round 212
model initialize at round 213
model initialize at round 214
model initialize at round 215
model initialize at round 216
model initialize at round 217
model initialize at round 218
model initialize at round 219
model initialize at round 220
model initialize at round 221
model initialize at round 222
model initialize at round 223
model initialize at round 224
model initialize at round 225
model initialize at round 226
model initialize at round 227
model initialize at round 228
model initialize at round 229
model initialize at round 230
model initialize at round 231
model initialize at round 232
model initialize at round 233
model initialize at round 234
model initialize at round 235
model initialize at round 236
model initialize at round 237
model initialize at round 238
model initialize at round 239
model initialize at round 240
model initialize at round 241
model initialize at round 242
model initialize at round 243
model initialize at round 244
model initialize at round 245
model initialize at round 246
model initialize at round 247
model initialize at round 248
model initialize at round 249
model initialize at round 250
model initialize at round 251
model initialize at round 252
model initialize at round 253
model initialize at round 254
model initialize at round 255
model initialize at round 256
model initialize at round 257
model initialize at round 258
model initialize at round 259
model initialize at round 260
model initialize at round 261
model initialize at round 262
model initialize at round 263
model initialize at round 264
model initialize at round 265
model initialize at round 266
model initialize at round 267
model initialize at round 268
model initialize at round 269
model initialize at round 270
model initialize at round 271
model initialize at round 272
model initialize at round 273
model initialize at round 274
model initialize at round 275
model initialize at round 276
model initialize at round 277
model initialize at round 278
model initialize at round 279
model initialize at round 280
